source,target,type,BOCnt,CCCnt,tot_revenue,avg_revenue
Náutica del Norte AG,Erin Knight,Company Contacts,1,1,9332.353,0
Náutica del Norte Co Cruise ship,Mr. Eric Edwards,Beneficial Owner,3,0,0,0
Náutica del Norte Co Cruise ship,Erin Nash,Beneficial Owner,3,0,0,0
Náutica del Norte Co Cruise ship,Elizabeth Lee,Beneficial Owner,3,0,0,0
Náutica del Norte Corp,John Newman,Beneficial Owner,1,0,0,0
Náutica del Norte Ges.m.b.H.,Lauren Edwards,Beneficial Owner,2,1,0,0
Náutica del Norte Ges.m.b.H.,James Perez,Beneficial Owner,2,1,0,0
Náutica del Norte Ges.m.b.H.,Jennifer Rivera,Company Contacts,2,1,0,0
Náutica del Norte Incorporated,Casey Benson,Beneficial Owner,1,1,6943.9228,6943.9228
Náutica del Norte Incorporated,Felicia Parker,Company Contacts,1,1,6943.9228,0
Náutica del Norte Kga Holdings,Amy Hall,Company Contacts,0,2,5606.5674,2803.2837
Náutica del Norte Kga Holdings,Michael Robles,Company Contacts,0,2,5606.5674,2803.2837
Náutica del Norte LC,Joseph Wilson,Beneficial Owner,4,1,101021.0791,25255.26978
Náutica del Norte LC,Amy Rollins,Beneficial Owner,4,1,101021.0791,25255.26978
Náutica del Norte LC,James Brown,Beneficial Owner,4,1,101021.0791,25255.26978
Náutica del Norte LC,Brandon Stephenson,Beneficial Owner,4,1,101021.0791,25255.26978
Náutica del Norte LC,Melinda Cabrera,Company Contacts,4,1,101021.0791,0
Náutica del Norte Limited Liability Company Carriers,Michelle Hanna,Company Contacts,0,1,114528.9026,114528.9026
Náutica del Norte Limited Liability Company Forwading,Manuel Joseph,Company Contacts,0,1,25066.6728,25066.6728
Náutica del Norte Ltd,Monica Mata,Company Contacts,0,1,89366.6728,89366.6728
Náutica del Norte Ltd. Liability Co Services,Christy Mullins,Beneficial Owner,1,1,0,0
Náutica del Norte Ltd. Liability Co Services,Brandy Harper,Company Contacts,1,1,0,0
Náutica del Norte Marina CJSC Marine ecology,Justin Sullivan,Beneficial Owner,1,0,35762.6533,35762.6533
Náutica del Norte N.V. Services,Brian Rhodes,Beneficial Owner,1,1,0,0
Náutica del Norte N.V. Services,Amy Gibbs,Company Contacts,1,1,0,0
Náutica del Norte Oyj,Hannah Adams,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Gary Salas,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Mr. Eric Wall,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Jesse Cook,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Sandra Perez,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Melissa Gibson,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Leah Erickson,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Jennifer Jones,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Kelly Macdonald,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Emily Porter,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Troy Hamilton,Beneficial Owner,11,1,3503017.555,318456.1414
Náutica del Norte Oyj,Tina Nunez,Company Contacts,11,1,3503017.555,0
Náutica del Norte Pic,David Fuentes,Beneficial Owner,3,1,10218.6314,3406.210467
Náutica del Norte Pic,Marc Jones,Beneficial Owner,3,1,10218.6314,3406.210467
Náutica del Norte Pic,David Logan,Beneficial Owner,3,1,10218.6314,3406.210467
Náutica del Norte Pic,Dr. Shawn Alvarez,Company Contacts,3,1,10218.6314,0
Náutica del Norte Sagl,Christian Wood,Beneficial Owner,4,1,10657.3491,2664.337275
Náutica del Norte Sagl,Daniel Horne,Beneficial Owner,4,1,10657.3491,2664.337275
Náutica del Norte Sagl,Gina Harper,Beneficial Owner,4,1,10657.3491,2664.337275
Náutica del Norte Sagl,Mario Scott,Beneficial Owner,4,1,10657.3491,2664.337275
Náutica del Norte Sagl,Donna Smith,Company Contacts,4,1,10657.3491,0
Náutica del Norte Sp Marine conservation,Stephanie Gutierrez,Beneficial Owner,1,1,4687.4842,4687.4842
Náutica del Norte Sp Marine conservation,Ariel Schneider,Company Contacts,1,1,4687.4842,0
Náutica del Sol AG,John Page,Beneficial Owner,2,2,117166.6728,58583.3364
Náutica del Sol AG,Michael Wright,Company Contacts,2,2,117166.6728,0
Náutica del Sol AG,Ruben Jones,Beneficial Owner,2,2,117166.6728,58583.3364
Náutica del Sol AG,Jennifer Mccoy,Company Contacts,2,2,117166.6728,0
Náutica del Sol Cargo,Katherine Freeman,Company Contacts,0,1,5736.6728,5736.6728
Náutica del Sol Carriers,Ryan Espinoza,Beneficial Owner,1,0,18266.6728,18266.6728
Náutica del Sol CJSC Worldwide,Sara Rodriguez,Beneficial Owner,1,1,0,0
Náutica del Sol CJSC Worldwide,Edwin Smith,Company Contacts,1,1,0,0
Náutica del Sol Corp,Benjamin Meyer,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Diane Stevenson,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Sandy Turner,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Jenna Roman,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Leslie Rodriguez,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Jason Hart,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Francis Herrera,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Sharon Gutierrez,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Christopher Woodward,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Steven Morales,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Rachel Miller,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Justin Trevino,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Trevor Barnett,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Bethany Garcia,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Lee Zamora,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Alexandra Stanley,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Tammy Humphrey,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Mrs. Tamara Koch,Beneficial Owner,18,1,0,0
Náutica del Sol Corp,Lance Jackson Jr.,Company Contacts,18,1,0,0
Náutica del Sol Ges.m.b.H.,Angela Wood,Company Contacts,3,2,0,0
Náutica del Sol Ges.m.b.H.,Valerie Curtis,Beneficial Owner,3,2,0,0
Náutica del Sol Ges.m.b.H.,Charles Woodward,Beneficial Owner,3,2,0,0
Náutica del Sol Ges.m.b.H.,Kenneth Stanley,Beneficial Owner,3,2,0,0
Náutica del Sol Ges.m.b.H.,Jose Taylor,Company Contacts,3,2,0,0
Náutica del Sol Kga,Robert Miranda,Company Contacts,0,1,0,0
Náutica del Sol LLC,Bradley Montoya,Company Contacts,0,1,0,0
Náutica del Sol Merchants,Kendra Freeman,Beneficial Owner,3,1,0,0
Náutica del Sol Merchants,Mitchell Rojas,Beneficial Owner,3,1,0,0
Náutica del Sol Merchants,Laura Lyons,Beneficial Owner,3,1,0,0
Náutica del Sol Merchants,Teresa Drake,Company Contacts,3,1,0,0
Náutica del Sol Pelican,John Koch,Company Contacts,0,2,0,0
Náutica del Sol Pelican,Megan Brooks,Company Contacts,0,2,0,0
Náutica del Sol S.p.A.,Jeff Cunningham,Beneficial Owner,1,1,39994.6762,39994.6762
Náutica del Sol S.p.A.,Katherine Mcclain,Company Contacts,1,1,39994.6762,0
Náutica del Sol Sagl Solutions,Heather Hull,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Steve Vasquez,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Anthony Martinez,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Darlene Gilmore,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Rebecca Lester,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Holly Martin,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Albert Collins,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Melissa Fields,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Timothy Livingston,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,James Murphy,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Sarah Hayes,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Jenny Yang,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Jamie Smith,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Timothy Brown,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Jared Whitehead,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Virginia Wade,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Bryan Watts DDS,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Darren Clements,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Anthony Aguilar,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Jessica Taylor,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Gary Kent,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Julie Ramos,Beneficial Owner,22,1,87866.6728,3993.939673
Náutica del Sol Sagl Solutions,Jennifer Harris,Company Contacts,22,1,87866.6728,0
Náutica del Sol SE,Amanda Garza,Company Contacts,0,1,415712.4468,415712.4468
Náutica del Sol Seafarer Company Transit,Sharon Morales,Company Contacts,0,1,26166.6728,26166.6728
Nautical Navigators BV Import,Hannah Taylor,Beneficial Owner,2,1,0,0
Nautical Navigators BV Import,Luke Fisher,Beneficial Owner,2,1,0,0
Nautical Navigators BV Import,Jessica Young,Company Contacts,2,1,0,0
Nautical Navigators CJSC Freight,Deborah Horton,Beneficial Owner,2,1,22359.9238,11179.9619
Nautical Navigators CJSC Freight,Douglas Hester,Beneficial Owner,2,1,22359.9238,11179.9619
Nautical Navigators CJSC Freight,Kelsey Brown,Company Contacts,2,1,22359.9238,0
Nautical Navigators Marine ecology,Julie Reyes,Beneficial Owner,2,1,6442.2866,3221.1433
Nautical Navigators Marine ecology,Christine Ferguson,Beneficial Owner,2,1,6442.2866,3221.1433
Nautical Navigators Marine ecology,Steven Hicks,Company Contacts,2,1,6442.2866,0
Nautical Navigators Sp Express,Ashley Marsh,Company Contacts,0,1,0,0
Navarro Group,Jared Perez,Beneficial Owner,1,0,0,0
"Navarro, Ellis and Raymond",Mark Hutchinson,Beneficial Owner,1,0,0,0
Navarro-Greer,Dennis Huffman,Company Contacts,0,1,0,0
Navarro-Welch,Derrick Alexander,Beneficial Owner,1,0,0,0
Nazhivka S.A. de C.V.,Laurie Cunningham,Beneficial Owner,4,1,208905.1723,52226.29308
Nazhivka S.A. de C.V.,Mr. Karl Young DDS,Beneficial Owner,4,1,208905.1723,52226.29308
Nazhivka S.A. de C.V.,Jamie Watson,Beneficial Owner,4,1,208905.1723,52226.29308
Nazhivka S.A. de C.V.,Dennis Adams,Beneficial Owner,4,1,208905.1723,52226.29308
Nazhivka S.A. de C.V.,Clayton Anderson,Company Contacts,4,1,208905.1723,0
Nazhivka S.A. de C.V. Solutions,Joshua Gutierrez,Beneficial Owner,4,1,0,0
Nazhivka S.A. de C.V. Solutions,Sean Wilcox,Beneficial Owner,4,1,0,0
Nazhivka S.A. de C.V. Solutions,Kelly Burton,Beneficial Owner,4,1,0,0
Nazhivka S.A. de C.V. Solutions,Steven Richards,Beneficial Owner,4,1,0,0
Nazhivka S.A. de C.V. Solutions,Theresa Cooper,Company Contacts,4,1,0,0
Nazhivka S.A. de C.V. Worldwide,Nicholas Greer,Company Contacts,0,1,5816.6728,5816.6728
Nazhivka Seaside Corp Logistics,Frances Harrington,Beneficial Owner,2,1,0,0
Nazhivka Seaside Corp Logistics,Krystal King,Beneficial Owner,2,1,0,0
Nazhivka Seaside Corp Logistics,Alyssa Brown,Company Contacts,2,1,0,0
"Neal, Graves and Vasquez",Brian Collins,Company Contacts,0,1,0,0
"Neal, Johnson and James",Kelli Davis,Beneficial Owner,1,0,0,0
"Neal, Weaver and Jackson",Tammy Cervantes,Beneficial Owner,1,0,0,0
Neal-Robertson,Michael Beck,Company Contacts,0,1,0,0
Nelson Group,Eric Jenkins,Beneficial Owner,2,1,0,0
Nelson Group,Matthew Castillo,Company Contacts,2,1,0,0
Nelson Group,Austin Harris,Beneficial Owner,2,1,0,0
Nelson Inc,Angela Hodges,Beneficial Owner,1,0,0,0
Nelson LLC,Haley Miller,Company Contacts,0,1,0,0
Nelson Ltd,Robert Reynolds,Beneficial Owner,3,1,0,0
Nelson Ltd,Timothy Williams,Beneficial Owner,3,1,0,0
Nelson Ltd,Steven Jones,Beneficial Owner,3,1,0,0
Nelson Ltd,Jeffrey Roberts,Company Contacts,3,1,0,0
Nelson PLC,Miguel Bennett,Company Contacts,1,3,0,0
Nelson PLC,David Benjamin,Beneficial Owner,1,3,0,0
Nelson PLC,Adam Lynch,Company Contacts,1,3,0,0
Nelson PLC,Troy Davila,Company Contacts,1,3,0,0
"Nelson, Bell and Jones",Alejandro King,Company Contacts,0,1,0,0
"Nelson, Conway and Lawson",Lori Clark,Beneficial Owner,1,0,0,0
"Nelson, Dudley and Schmidt",Mackenzie Peters,Company Contacts,0,1,0,0
"Nelson, Griffin and Singleton",Thomas Woods,Company Contacts,0,1,0,0
"Nelson, Massey and Dennis",Audrey Compton,Beneficial Owner,1,0,0,0
"Nelson, Wheeler and Kelley",Allison Kennedy,Beneficial Owner,1,0,0,0
Nelson-Boyd,Carol Hernandez,Beneficial Owner,1,0,0,0
Nelson-Brown,Mark Wood Jr.,Company Contacts,0,1,0,0
Nelson-Burke,Derek Smith,Beneficial Owner,1,0,0,0
Nelson-Cobb,Julie Diaz,Company Contacts,0,1,0,0
Nelson-Jones,Reginald Ramirez,Beneficial Owner,1,0,0,0
Nelson-King,Michael Hughes,Company Contacts,0,1,0,0
Nelson-Martinez,John Nguyen,Beneficial Owner,1,0,0,0
Nelson-Page,Brenda Washington,Company Contacts,0,1,0,0
Nelson-Rivera,Raymond Greer,Beneficial Owner,1,0,0,0
Neptune's Bounty LLC International,Nicholas Russell,Company Contacts,0,1,77366.6728,77366.6728
Neptune's Bounty Ltd. Corporation,Christine Boyd,Beneficial Owner,2,1,1089795.002,544897.501
Neptune's Bounty Ltd. Corporation,Autumn Casey,Beneficial Owner,2,1,1089795.002,544897.501
Neptune's Bounty Ltd. Corporation,Thomas Sims,Company Contacts,2,1,1089795.002,0
Neptune's Bounty Oyj Carriers,Marcus Clark,Company Contacts,0,1,11283.311,11283.311
Neptune's Bounty Pic Enterprises,Victor Richards,Beneficial Owner,1,0,12796.6728,12796.6728
Neptune's Bounty Sagl Dry dock,Timothy Baker,Company Contacts,0,1,0,0
Neptune's Bounty SE Green,Stephanie Bartlett,Beneficial Owner,2,1,26104.7161,13052.35805
Neptune's Bounty SE Green,Stephen Wells,Beneficial Owner,2,1,26104.7161,13052.35805
Neptune's Bounty SE Green,Laura Carpenter,Company Contacts,2,1,26104.7161,0
Neptune's Bounty Sextant Sp & Son's,Martin Schmidt,Company Contacts,0,1,6206.6728,6206.6728
Neptune's Harvest Cargo ship,Bradley Hanson,Company Contacts,0,1,11796.6728,11796.6728
Neptune's Harvest Corp Line,Allison Olsen,Company Contacts,0,1,617666.6728,617666.6728
Neptune's Harvest LC Transport,Jacob Caldwell,Beneficial Owner,8,1,8726578.594,1090822.324
Neptune's Harvest LC Transport,Samantha Mendez,Beneficial Owner,8,1,8726578.594,1090822.324
Neptune's Harvest LC Transport,Amanda Weber,Beneficial Owner,8,1,8726578.594,1090822.324
Neptune's Harvest LC Transport,Richard Ramirez,Beneficial Owner,8,1,8726578.594,1090822.324
Neptune's Harvest LC Transport,Hector Acosta,Beneficial Owner,8,1,8726578.594,1090822.324
Neptune's Harvest LC Transport,Anthony Hensley,Beneficial Owner,8,1,8726578.594,1090822.324
Neptune's Harvest LC Transport,Paul Reynolds,Beneficial Owner,8,1,8726578.594,1090822.324
Neptune's Harvest LC Transport,Lauren Long,Beneficial Owner,8,1,8726578.594,1090822.324
Neptune's Harvest LC Transport,Dylan Erickson,Company Contacts,8,1,8726578.594,0
Neptune's Harvest LLC Enterprises,Samantha Chapman,Company Contacts,0,1,7000.3722,7000.3722
Neptune's Harvest Ltd. Corporation,Christopher Bray,Company Contacts,0,2,6826.6728,3413.3364
Neptune's Harvest Ltd. Corporation,Dale Cantrell,Company Contacts,0,2,6826.6728,3413.3364
Neptune's Harvest Transport Seabed,Cynthia Shah,Beneficial Owner,2,1,0,0
Neptune's Harvest Transport Seabed,Deborah Tran,Beneficial Owner,2,1,0,0
Neptune's Harvest Transport Seabed,Yvonne Miller,Company Contacts,2,1,0,0
Neptune's Kingdom Coral Reef AB Consulting,Jacqueline Robles,Company Contacts,0,1,27754.695,27754.695
Neptune's Kingdom Ltd Brothers,Jennifer King,Company Contacts,0,1,0,0
Neptune's Kingdom Plc Flounder,Lisa Jones,Beneficial Owner,1,1,7022.1793,7022.1793
Neptune's Kingdom Plc Flounder,Alyssa Peters,Company Contacts,1,1,7022.1793,0
Neptune's Kingdom Sagl Merchants,Kyle Lopez DDS,Company Contacts,0,1,8686.6728,8686.6728
Neptune's Kingdom Sailboat LLC Cargo,Robert Martinez,Beneficial Owner,1,1,10971.9154,10971.9154
Neptune's Kingdom Sailboat LLC Cargo,James Evans,Company Contacts,1,1,10971.9154,0
Neptune's Realm Ges.m.b.H. Shipping,Edward Johnson,Beneficial Owner,4,1,5921.1756,1480.2939
Neptune's Realm Ges.m.b.H. Shipping,Mary Knox,Beneficial Owner,4,1,5921.1756,1480.2939
Neptune's Realm Ges.m.b.H. Shipping,Dennis Anderson,Beneficial Owner,4,1,5921.1756,1480.2939
Neptune's Realm Ges.m.b.H. Shipping,Kristin Rodriguez,Beneficial Owner,4,1,5921.1756,1480.2939
Neptune's Realm Ges.m.b.H. Shipping,Mark Leon,Company Contacts,4,1,5921.1756,0
Neptune's Realm LC Line,Natalie Stark,Company Contacts,0,1,23466.6728,23466.6728
Neptune's Realm Ltd. Corporation,Gabriel Freeman,Beneficial Owner,1,1,5496.6728,5496.6728
Neptune's Realm Ltd. Corporation,Sarah Williams,Company Contacts,1,1,5496.6728,0
Neptune's Realm Marine life Harbor,Michael Rodriguez,Company Contacts,0,1,0,0
Neptune's Realm NV Navigation,Preston Simpson,Beneficial Owner,3,1,7146.9316,2382.310533
Neptune's Realm NV Navigation,Lauren Bush,Beneficial Owner,3,1,7146.9316,2382.310533
Neptune's Realm NV Navigation,William Moore,Beneficial Owner,3,1,7146.9316,2382.310533
Neptune's Realm NV Navigation,James Rice,Company Contacts,3,1,7146.9316,0
Neva  Ltd. Liability Co Services,Ryan Clark,Beneficial Owner,5,1,5866.1323,1173.22646
Neva  Ltd. Liability Co Services,Sara Glover,Beneficial Owner,5,1,5866.1323,1173.22646
Neva  Ltd. Liability Co Services,Jessica Santos,Beneficial Owner,5,1,5866.1323,1173.22646
Neva  Ltd. Liability Co Services,Mark Clark,Beneficial Owner,5,1,5866.1323,1173.22646
Neva  Ltd. Liability Co Services,Vicki Pacheco,Beneficial Owner,5,1,5866.1323,1173.22646
Neva  Ltd. Liability Co Services,Matthew Reese,Company Contacts,5,1,5866.1323,0
Neva  S.A. de C.V. Shipping,Kyle Garcia,Beneficial Owner,1,1,90066.6728,90066.6728
Neva  S.A. de C.V. Shipping,Richard Sharp,Company Contacts,1,1,90066.6728,0
Newman and Sons,Morgan Nguyen,Beneficial Owner,2,0,0,0
Newman and Sons,John Brown,Beneficial Owner,2,0,0,0
Newman Group,Erica Mahoney,Beneficial Owner,1,0,0,0
"Newman, Davis and Mcdonald",Andrew Adams,Beneficial Owner,1,0,0,0
"Newman, Griffin and Luna",Latoya Rodriguez,Beneficial Owner,1,0,0,0
"Newman, Hicks and Rogers",Thomas Kelly,Company Contacts,0,1,0,0
"Newman, Jones and Flores",Michael Perez,Company Contacts,0,1,0,0
"Newman, Parrish and Smith",Miguel Schultz,Company Contacts,0,1,0,0
Newman-Barrera,William Kent,Beneficial Owner,1,0,0,0
Newman-Young,Jeffrey Brown,Company Contacts,0,1,0,0
Newton Inc,Marc Joseph,Beneficial Owner,1,0,0,0
Newton LLC,Leon Shepard,Beneficial Owner,1,0,0,0
Newton-Mercer,Jamie Parsons,Beneficial Owner,1,0,0,0
Newton-Sanchez,Jessica Gallagher,Beneficial Owner,1,0,0,0
Newton-Smith,Sherri Contreras,Beneficial Owner,1,0,0,0
Newton-Taylor,Ruben Meyer,Company Contacts,0,1,0,0
Nguyen and Sons,Matthew Lyons,Beneficial Owner,1,0,0,0
Nguyen Group,Kathy Wells,Beneficial Owner,1,0,0,0
Nguyen Inc,Kathleen Cherry,Company Contacts,0,2,0,0
Nguyen Inc,Jennifer Richmond,Company Contacts,0,2,0,0
Nguyen LLC,Emily Luna,Beneficial Owner,2,0,0,0
Nguyen LLC,Amber Dillon,Beneficial Owner,2,0,0,0
Nguyen Ltd,Christine Robinson,Beneficial Owner,2,2,0,0
Nguyen Ltd,John Sandoval,Company Contacts,2,2,0,0
Nguyen Ltd,James Ball,Beneficial Owner,2,2,0,0
Nguyen Ltd,Shelley Patrick,Company Contacts,2,2,0,0
"Nguyen, Burke and Moses",Pamela Williams,Beneficial Owner,1,0,0,0
"Nguyen, Chang and Nelson",Melissa Lewis,Company Contacts,0,1,0,0
"Nguyen, Franco and Gomez",Barbara Downs,Beneficial Owner,1,0,0,0
"Nguyen, Morgan and Dean",Yolanda Ward,Beneficial Owner,1,0,0,0
"Nguyen, Morgan and Watson",Ashley Johnson,Beneficial Owner,1,0,0,0
"Nguyen, Ruiz and Mayo",Michael Vang,Company Contacts,0,1,0,0
"Nguyen, Sims and Williams",Joseph Nelson,Company Contacts,0,1,0,0
"Nguyen, Stewart and Mullen",Alexandra Perez,Beneficial Owner,1,0,0,0
Nguyen-Bright,Robert Simon,Beneficial Owner,1,0,0,0
Nguyen-Francis,Christina Santiago,Company Contacts,0,1,0,0
Nguyen-Hernandez,Ryan Thornton,Beneficial Owner,1,0,0,0
Nguyen-Lee,Daniel Shepherd,Beneficial Owner,1,0,0,0
Nguyen-Lindsey,Stacy Jones,Beneficial Owner,1,0,0,0
Niamh S.A. de C.V.,Justin Glass,Beneficial Owner,3,2,5106.6728,1702.224267
Niamh S.A. de C.V.,Jessica Garcia,Beneficial Owner,3,2,5106.6728,1702.224267
Niamh S.A. de C.V.,Christopher Walker,Beneficial Owner,3,2,5106.6728,1702.224267
Niamh S.A. de C.V.,John Kelley,Company Contacts,3,2,5106.6728,0
Niamh S.A. de C.V.,Daniel Walker,Company Contacts,3,2,5106.6728,0
nián yú GmbH Investment,Kimberly Williams,Company Contacts,0,1,23166.6728,23166.6728
nián yú Jetty SE Forwading,Colleen Brooks,Beneficial Owner,14,1,1161466.765,82961.91179
nián yú Jetty SE Forwading,Jimmy Jones,Beneficial Owner,14,1,1161466.765,82961.91179
nián yú Jetty SE Forwading,Julia Rivera,Beneficial Owner,14,1,1161466.765,82961.91179
nián yú Jetty SE Forwading,Jennifer Flynn,Beneficial Owner,14,1,1161466.765,82961.91179
nián yú Jetty SE Forwading,Scott Garcia,Beneficial Owner,14,1,1161466.765,82961.91179
